source,source_id,query,title,manufacturer_name,frame_model,year,description,image_url,thumb_url,page_url,stolenness,license_note,relative_image_path,absolute_image_path,downloaded,prefilter_score,prefilter_decision,prefilter_reasons,width,height,aspect_ratio,edge_box_ratio_w,edge_box_ratio_h,edge_box_aspect,edge_density
bike_index,2664935,mountain bike side,2018 Specialized Enduro Elite,Specialized,Enduro Elite,2018,,https://files.bikeindex.org/uploads/Pu/837479/large_bike.jpg,https://files.bikeindex.org/uploads/Pu/837479/small_bike.jpg,https://bikeindex.org/bikes/2664935,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\b856c470f1c7c49c.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b856c470f1c7c49c.jpg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),749,900,0.8322,1.0,1.0,0.832,0.077758
bike_index,2650247,mountain bike side,Marin Bikes Pine Mountain,Marin Bikes,Pine Mountain,,Black with Orange accents and tan front shocks. 1990s era,https://files.bikeindex.org/uploads/Pu/829915/large_Marin_Bike.jpg,https://files.bikeindex.org/uploads/Pu/829915/small_Marin_Bike.jpg,https://bikeindex.org/bikes/2650247,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\79817aef9a5c42f6.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\79817aef9a5c42f6.jpg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.103816
bike_index,1545392,mountain bike side,Marin Bikes Hybrid mountain bike,Marin Bikes,Hybrid mountain bike,,This bike is locked up on the second level on the east side of the pedway near the elevator.  Security has been alerted but doesn't appear to know the next step.,https://files.bikeindex.org/uploads/Pu/715631/large_IMG_8054.jpg,https://files.bikeindex.org/uploads/Pu/715631/small_IMG_8054.jpg,https://bikeindex.org/bikes/1545392,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\fb4572675f9569b4.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fb4572675f9569b4.jpg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.089071
bike_index,1294596,mountain bike side,2001 Specialized Stumpjumper M2,Specialized,Stumpjumper M2,2001,"Specialized Stumpjumper M2
2001 or 2002 hardtail (vintage)
26” tires
Red with White writing (black outline)
Bike seat is black with orange on the underside
No serial number recorded
",https://files.bikeindex.org/uploads/Pu/567524/large_image_123986672__1_.JPG,https://files.bikeindex.org/uploads/Pu/567524/small_image_123986672__1_.JPG,https://bikeindex.org/bikes/1294596,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\64fb7fcc37ddbb69.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\64fb7fcc37ddbb69.jpg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.093353
bike_index,939021,mountain bike side,Trek 8.6 DS,Trek,8.6 DS,,"Trek hybrid mountain bike, blue, black and white.  MEC light on handle bars.  White wall tires.  Rear mud flap.  Purchased at Unite Cycle South side.  ",https://files.bikeindex.org/uploads/Pu/350698/large_2ACDC68D-E6E9-42EB-9082-0B6E89A9B9CA_4_5005_c.jpeg,https://files.bikeindex.org/uploads/Pu/350698/small_2ACDC68D-E6E9-42EB-9082-0B6E89A9B9CA_4_5005_c.jpeg,https://bikeindex.org/bikes/939021,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\e4cd2961487df4da.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e4cd2961487df4da.jpeg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.086675
bike_index,832833,mountain bike side,2018 Specialized Pitch,Specialized,Pitch,2018,"Black Specialized mountain bike with red/white markings, water bottle holder, and low-profile bell.  Thule RideAlong baby seat attached to rear.",https://files.bikeindex.org/uploads/Pu/303136/large_ABF8B650-1BA8-49C1-B723-1ADC9BC9775F.jpeg,https://files.bikeindex.org/uploads/Pu/303136/small_ABF8B650-1BA8-49C1-B723-1ADC9BC9775F.jpeg,https://bikeindex.org/bikes/832833,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\3377e12db85abdce.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\3377e12db85abdce.jpeg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.08932
bike_index,698199,mountain bike side,2018 Fyxation East side Fade — Midnight blue,Fyxation,East side Fade — Midnight blue,2018,"Has purple to blue fade paint job. Has bird water bottle holder, large phone holder, purple pedals and purple tire lights. Has a tail light and headlight. Few paint chips on it from where the bike lock goes on it. Has to fyxation stickers on it under the seat on central frame. ",https://files.bikeindex.org/uploads/Pu/225350/large_1652B1B9-1AC2-4CEA-977E-C349EEE04C41.jpeg,https://files.bikeindex.org/uploads/Pu/225350/small_1652B1B9-1AC2-4CEA-977E-C349EEE04C41.jpeg,https://bikeindex.org/bikes/698199,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\00a63c983524dcd3.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\00a63c983524dcd3.jpeg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 frame (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.113037
bike_index,631752,mountain bike side,2018 Cannondale Mountain bike,Cannondale,Mountain bike,2018,"It is a silver bike with black writing saying ""quic"" and ""Cannondale"" and has blue striping along small parts on the frame above the wheels. Has matte black mountain bike style handle bars. Has a white seat with ""Cannondale"" in black letters with a mud flap coming off the back of the seat. Also has ""Si"" in blue letters on the main frame below handle bars. Has a little scuffing on the second bar with ""cannondale"" on it. Has a black drink carrier on second botto3bar and also has a silver bell on left side and a black flashlight on the right handle bar. ",https://files.bikeindex.org/uploads/Pu/168850/large_image-2019-07-15-13-04-20.jpg,https://files.bikeindex.org/uploads/Pu/168850/small_image-2019-07-15-13-04-20.jpg,https://bikeindex.org/bikes/631752,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\663eb6d0ee8adf3f.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\663eb6d0ee8adf3f.jpg,True,2,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 frame (+1) | text含 wheel (+1) | text含 part (-2) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.079025
bike_index,2573173,road bike side,2021 Giant Giant talon,Giant,Giant talon,2021,"It is a Giant talon 2021, it is super dark green it is black unless you examine it with a magnifying glass. So I just say it’s black. It has a suburban sports sticker on it and it had a bike lock locked on the frame when it was stolen. Whether it is still there I don’t know. ",https://files.bikeindex.org/uploads/Pu/789187/large_IMG_4493.png,https://files.bikeindex.org/uploads/Pu/789187/small_IMG_4493.png,https://bikeindex.org/bikes/2573173,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\2d7ebfe8fd534634.png,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\2d7ebfe8fd534634.png,True,1,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘过密，背景可能较乱 (-1),506,900,0.5622,1.0,1.0,0.5605,0.156869
bike_index,849236,road bike side,Schwinn Volare,Schwinn,Volare,,"The picture i have is a bit old - currently (or before it was stolen) it had a AAA sticker on one side of the frame, and a ""I bike here"" sticker from the washington bikers association.",https://files.bikeindex.org/uploads/Pu/319908/large_IMG_7461.JPG,https://files.bikeindex.org/uploads/Pu/319908/small_IMG_7461.JPG,https://bikeindex.org/bikes/849236,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\b08c2b3d35e634bd.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b08c2b3d35e634bd.jpg,True,1,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘过密，背景可能较乱 (-1),675,900,0.75,1.0,1.0,0.75,0.152939
bike_index,755809,road bike side,2018 Felt FR60,Felt,FR60,2018,"Yellow Bar tape with black ""paired"" spoke lace Xero Elemnt C3 wheelset, Bontrager R4 aero 700x22 tires. Gold KMC Super Lite chain, has hollow pins and cut plates. There was some red electrical tape neatly wrapped one time around the right side of the forkswhere i had a Cat Eye Quick wireless bike computer reciever transmitter zip-tied to. There is also only one black plastic bottle cage right now, and a mount for a small tire pump zip-tied to the top tube.",https://files.bikeindex.org/uploads/Pu/260089/large_my_stolen_Felt.jpeg,https://files.bikeindex.org/uploads/Pu/260089/small_my_stolen_Felt.jpeg,https://bikeindex.org/bikes/755809,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\43f360289de68e64.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\43f360289de68e64.jpeg,True,1,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 wheel (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘过密，背景可能较乱 (-1),675,900,0.75,1.0,1.0,0.75,0.159063
bike_index,724509,road bike side,2017 BMC Teammachine SLR02,BMC,Teammachine SLR02,2017,"BMC Teammachine SLR02 Ultegra Di2 Mexico Blue Size 56

Build:  Ultegra DIi Electronic Shifting, Disc Brakes, Quarq Riken Power Meter, Rotor Chainrings (50t/36), Specialized Romin Evo Pro Saddle, Shimano Ultegra 6800 Pedals, 28mm Vitoria Tires

Accessories Mounted:  Garmin Varia Radar, Garmin 1030 Bike Computer, Xlab Gorilla Black Bottle Cages (2x), Louis Garneu Flat Kit Bag Hanging from Saddle

Notes:  Has a Beyond Aero logo (large white B) at Base of Frame.   ""Rotor"" is engraved in white on chain rings.",https://files.bikeindex.org/uploads/Pu/241562/large_IMG_0266.JPG,https://files.bikeindex.org/uploads/Pu/241562/small_IMG_0266.JPG,https://bikeindex.org/bikes/724509,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\25fd75e814458069.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\25fd75e814458069.jpg,True,1,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | text含 bag (-1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.079554
bike_index,442359,road bike side,Cannondale CAD 3,Cannondale,CAD 3,,"Commuter bike, frame is full of various stickers, BRIGHT pink saddle and pink/gray cameo handlebar tape",https://files.bikeindex.org/uploads/Pu/138049/large_image.jpeg,https://files.bikeindex.org/uploads/Pu/138049/small_image.jpeg,https://bikeindex.org/bikes/442359,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\a71ff3faa8e6f975.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a71ff3faa8e6f975.jpeg,True,1,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘过密，背景可能较乱 (-1),675,900,0.75,1.0,1.0,0.75,0.13532
bike_index,358914,road bike side,2014 Novara Carema 3,Novara,Carema 3,2014,"Road bike with water cage on the top of the handle bar, dropped handle bar.  Caliper breaks.  On-Guard U lock holder on main frame was repaired with clear epoxy glue, one side of bike peddles are for clip-on bike shoes.  Special ergo-correct cushioned seat.  Double padded handle bars.  Black tape on end-caps of handle bars.  ",https://files.bikeindex.org/uploads/Pu/97608/large_2017040195145030951491104839538.jpg,https://files.bikeindex.org/uploads/Pu/97608/small_2017040195145030951491104839538.jpg,https://bikeindex.org/bikes/358914,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\c238ba1b75ad01d1.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c238ba1b75ad01d1.jpg,True,1,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘过密，背景可能较乱 (-1),506,900,0.5622,1.0,1.0,0.5605,0.128709
bike_index,123556,road bike side,2012 Specialized Vita Step-Through,Specialized,Vita Step-Through,2012,"My bike is a Specialized Vita Step Through matte black with hot pink trim.  The handle grips are black rubber with pink end tips. It has a black bell on the right, with a bold white sticker on top that says ""I heart my bike"". On the right hand side, it has ""2013"" written on the bar in silver marker. On the left, there is a PDW Coffee Cup Holder. The bike has a brand new Zefal front fender that was purchased the day before it was stole, along with a black seat lock, to a Milano Gel Saddle in Black. It has Shimano silver Sport/Traininig Road pedals, black kick stand, with a Topeak rack in the back. There is also a black Green Guru top tube rubber protector. Lastly, there is a ""Bicycle Habitat - Soho, 250 Lafayette Street
New York, NY 10012"" black/rainbow trim sticker on the base of the bike.

Many thank you's in advance.",https://files.bikeindex.org/uploads/Pu/87828/large_IMG_4530__1_.JPG,https://files.bikeindex.org/uploads/Pu/87828/small_IMG_4530__1_.JPG,https://bikeindex.org/bikes/123556,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\485e4d5274644c56.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\485e4d5274644c56.jpg,True,1,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.09612
bike_index,387129,road bike side,2001 GT Bicycles gt crusier pro series bmx,GT Bicycles,gt crusier pro series bmx,2001,Has dent near the front of the bike on the top tube has standard drop outs and is top loaded clamp action brakes had a blue and black front rim a redline rear rim Tioga power block tires front is 2.10 back is 1.75 has Amber bmx stem has redline proline crank arms and 44t gt sprocket along with sealed bottom bracket berings nine and a half inch raise bars new oddesey grips and had stickers on the bottom left and right rear part of the frame two on the forks one on the very front of the bike on top right behind the top tube it was square and said rock shocks the others said ride to live live to ride the one on the forks where big and round and looked like they had water drops there was an I love chico on the bottom right side of the frame in the back and there is a sticker below the seat post down near the bottom of the bike right above the bottom bracket that was an American flag and said 4130 chromoly on it and mettle peddles seat said velo also has a gt seat post with Allen wrench bolt to tighten it to the rails of the seat ,https://files.bikeindex.org/uploads/Pu/113386/large_received_1931608373769485.jpeg,https://files.bikeindex.org/uploads/Pu/113386/small_received_1931608373769485.jpeg,https://bikeindex.org/bikes/387129,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\99f490d4112fe346.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\99f490d4112fe346.jpeg,True,1,drop,query含 side (+4) | query含 road bike (+2) | text含 road bike (+1) | text含 frame (+1) | text含 part (-2) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),552,900,0.6133,1.0,1.0,0.6133,0.085179
bike_index,1667371,mountain bike side,2023 Trek,Trek,,2023,"It is a black colour XCaliber 8 bike with a phone case below the handle bar.It has a sticker of ""skis and bikes"" on one side of the pedal.It has a configuration of 1X10 gears",https://files.bikeindex.org/uploads/Pu/750376/large_13651C8A-7CE5-4C92-A3B3-4B712C572A5C.JPG,https://files.bikeindex.org/uploads/Pu/750376/small_13651C8A-7CE5-4C92-A3B3-4B712C572A5C.JPG,https://bikeindex.org/bikes/1667371,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\b5cf4cfbb67db944.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b5cf4cfbb67db944.jpg,True,1,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),506,900,0.5622,1.0,1.0,0.5605,0.098235
bike_index,2625583,mountain bike side,2006 Specialized Rockhopper Pro Disc All Mountain tall bike,Specialized,Rockhopper Pro Disc All Mountain,2006,"A1 Premium Aluminum, frame geometry designed for 130mm front travel, disc only, ORE DT with forged BB yoke and shell with ISCG mounts, reinforced disc mount, forged and externally machined HT, forged alloy drop outs with eyelets and replaceable derailleur hanger",https://files.bikeindex.org/uploads/Pu/816861/large_1000004028.jpg,https://files.bikeindex.org/uploads/Pu/816861/small_1000004028.jpg,https://bikeindex.org/bikes/2625583,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\92f7ae9d215f5dcf.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\92f7ae9d215f5dcf.jpg,True,1,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 frame (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘过密，背景可能较乱 (-1),675,900,0.75,1.0,1.0,0.75,0.12058
bike_index,1689887,mountain bike side,2023 Hiland MTB 29 inch,Hiland,MTB 29 inch,2023,"a black mountain bike with green glowing “HiLand” lettering. It has no baskets or lights attached. The bike has a large frame (582 mm), 2.1 inch wide wheels with a diameter of 29 inches. It features a black bottle cage and a black saddle with some scratches on one side. The entire bike is black with green glossy lettering and stickers. It has full front and rear gear shifting and disc brakes.",https://files.bikeindex.org/uploads/Pu/762165/large_photo_2023-11-01_13-05-17.jpg,https://files.bikeindex.org/uploads/Pu/762165/small_photo_2023-11-01_13-05-17.jpg,https://bikeindex.org/bikes/1689887,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\1675f86b82b3ae3f.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\1675f86b82b3ae3f.jpg,True,1,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 frame (+1) | text含 wheel (+1) | 图片接近竖图或竖图 (-4) | 分辨率偏低 (-2) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),420,900,0.4667,1.0,0.9805,0.4741,0.102235
bike_index,1566032,mountain bike side,Revel Ranger,Revel,Ranger,,Revel small 27.5 mountain bike with orange peddles and orange handle grips. It has protective tape on the frame that is in tiger print. ,https://files.bikeindex.org/uploads/Pu/729422/large_IMG_7990.jpeg,https://files.bikeindex.org/uploads/Pu/729422/small_IMG_7990.jpeg,https://bikeindex.org/bikes/1566032,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\a67b09a6c0c650c5.jpeg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a67b09a6c0c650c5.jpeg,True,1,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 frame (+1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘过密，背景可能较乱 (-1),678,900,0.7533,1.0,1.0,0.752,0.134045
bike_index,1522202,mountain bike side,2020 Trek Marlin 6,Trek,Marlin 6,2020,"Swapped mountain tires for Bontrager hybrid,. Scuff on the left side of the seat and on handlebars. Front reflector has a slight crack and one of the pedals is missing 1 reflector (I think it's the right). Had front, back light and phone mount. ",https://files.bikeindex.org/uploads/Pu/699644/large_Screenshot_20230517-103638.png,https://files.bikeindex.org/uploads/Pu/699644/small_Screenshot_20230517-103638.png,https://bikeindex.org/bikes/1522202,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\c2d3504c0a0e394a.png,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c2d3504c0a0e394a.png,True,1,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),673,900,0.7478,1.0,0.9961,0.749,0.096884
bike_index,1157093,mountain bike side,2018 GT Bicycles Avalanche sport 29 men's mountain bike,GT Bicycles,Avalanche sport 29 men's mountain bike,2018,"The bike may still have the phone mount on the right side of the handlebar. Says ""GT"" on the bottom part of the frame, and ""avalanche"" on the bottom part. ",https://files.bikeindex.org/uploads/Pu/479976/large_IMG_2236.png,https://files.bikeindex.org/uploads/Pu/479976/small_IMG_2236.png,https://bikeindex.org/bikes/1157093,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\c1a8b4b07dc94c26.png,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c1a8b4b07dc94c26.png,True,1,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 frame (+1) | text含 part (-2) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.119965
bike_index,699638,mountain bike side,2018 YT Capra,YT,Capra,2018,"Full suspension mountain bike. Spec'd according to https://www.vitalmtb.com/product/guide/Bikes,3/YT/Capra-29-CF,22089 but with a BrandX dropper post, custom pedals and grips. Lots of scratches including black paint covering a major scratch on the right side of the fork

Note the tires and grips have both been changed since the picture was taken.
",https://files.bikeindex.org/uploads/Pu/226480/large_IMG_1992.JPG,https://files.bikeindex.org/uploads/Pu/226480/small_IMG_1992.JPG,https://bikeindex.org/bikes/699638,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\527bcd6667d9e2a4.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\527bcd6667d9e2a4.jpg,True,1,drop,query含 side (+4) | query含 mountain bike (+2) | text含 mountain bike (+1) | text含 pedal (-1) | 图片接近竖图或竖图 (-4) | 分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 主体边缘框偏竖向，疑似非整车侧视 (-3) | 图像边缘密度适中 (+1),675,900,0.75,1.0,1.0,0.75,0.056992
bike_index,3340261,bicycle,2025 Trek Marlin 7 Gen 3,Trek,Marlin 7 Gen 3,2025,,https://files.bikeindex.org/uploads/Pu/1003909/large_IMG_8146.jpg,https://files.bikeindex.org/uploads/Pu/1003909/small_IMG_8146.jpg,https://bikeindex.org/bikes/3340261,,来源于 Bike Index 公开 API 记录，建议仅用于研究与标注筛选。,bike_index\9867d3481fde260f.jpg,E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\9867d3481fde260f.jpg,True,0,drop,分辨率足够 (+1) | 主体边缘横向覆盖较宽 (+2) | 主体几乎占满垂直方向，疑似非侧视整车 (-2) | 图像边缘过密，背景可能较乱 (-1),1029,900,1.1433,1.0,1.0,1.1454,0.126197
